header,title,descripcion,marca,categoria,ean,peso,unidades,precio,imagen
Pala-plana-para-de-jardin-mango-de-madera-y-acero-de-carbono-114cm,Pala plana para de jardin mango de madera y acero de carbono 114cm,Pala plana de jardin con mango de madera y acero de carbono 114cm,PRO GARDEN,Jardín,5709386977252,1538,14,19.95,https://api.elektro3.com/images/products/74738.jpg
Pala-con-punta-para-jardin-mango-de-madera-y-acero-de-carbono-114cm,Pala con punta para jardin mango de madera y acero de carbono 114cm,Pala con punta para jardin mango de madera y acero de carbono 114cm,PRO GARDEN,Jardín,5709386977269,1570,47,19.95,https://api.elektro3.com/images/products/74739.jpg
Perforadora-de-jardin-ø15cm-acero,Perforadora de jardin ø15cm acero,Perforadora de jardin ø15cm acero 120cm altura con mango de 39cm,PRO GARDEN,Jardín,5709386975678,2574,37,31.95,https://api.elektro3.com/images/products/74735.jpg
Mini-pala-plegable-multifuncional,Mini pala plegable multifuncional,"Mini pala plegable multifuncional. herramienta perfecta para acampar al aire libre. 41,5x4,5x9,5cm",PRO GARDEN,Jardín,8718375334577,442,61,9.99,https://api.elektro3.com/images/products/08395.jpg
"Azada-16x22,5cm","Azada 16x22,5cm","Azada 16x22,5cm",PRO GARDEN,Jardín,8711252921990,268,0,4.45,https://api.elektro3.com/images/products/90367.jpg
Caja-de-compostaje-380l-negra,Caja de compostaje 380l negra,Caja de compostaje 380l negra 82.6x71.9x71.9cm peso aprox. 5.45kg,PRO GARDEN,Jardín,8711252078656,6000,18,59.95,https://api.elektro3.com/images/products/90368.jpg
Casita-para-pajaros-de-madera-22cm,Casita para pajaros de madera 22cm,"Casita para pajaros de madera 15,5x13x22cm",PRO GARDEN,Jardín,8719202551440,300,62,11.25,https://api.elektro3.com/images/products/06298.jpg
"Tutor-de-bamboo-para-plantas-1,1x120cm","Tutor de bamboo para plantas 1,1x120cm","Tutor de bamboo para plantas 1,1x120cm",PRO GARDEN,Jardín,5709388102294,68,571,1.35,https://api.elektro3.com/images/products/73692.jpg
"Tutor-de-bamboo-para-plantas-1,1x150cm","Tutor de bamboo para plantas 1,1x150cm","Tutor de bamboo para plantas 1,1x150cm",PRO GARDEN,Jardín,5709386102302,54,390,1.55,https://api.elektro3.com/images/products/73693.jpg
"Tutor-de-bamboo-para-plantas-1,1x180cm","Tutor de bamboo para plantas 1,1x180cm","Tutor de bamboo para plantas 1,1x180cm",PRO GARDEN,Jardín,5709386102319,110,1000,1.75,https://api.elektro3.com/images/products/73694.jpg
Pala-de-jardineria,Pala de jardineria,Pala de jardineria. asa de madera solida. cabeza de acero galvanizado. 29.5x8.4cm 120gr,PRO GARDEN,Jardín,8719202881615,144,114,3.4,https://api.elektro3.com/images/products/74743.jpg
Antorcha-de-bamboo-color-natural-150cm,Antorcha de bamboo color natural 150cm,Antorcha de bamboo color natural 150cm,PRO GARDEN,Jardín,8719202537918,370,157,6.75,https://api.elektro3.com/images/products/81212.jpg
Antorcha-de-bamboo-de-jardin-con-led,Antorcha de bamboo de jardin con led,Antorcha de bamboo de jardin con led. contenedor de cristal con vela perfumada al 3%. luz led que cambia de color. largo total 77cm. pilas 2xcr2032b incluidas. el led funciona en cuanto se enciende la vela,PRO GARDEN,Jardín,8719202547634,360,168,8.99,https://api.elektro3.com/images/products/81213.jpg
*ult.-unidades*--plantador-de-bulbo,*ult. unidades*  plantador de bulbo,"Plantador de bulbo. asa de madera solida y cabeza de acero galvanizado. 11x22,5cm 235g",PRO GARDEN,Jardín,8719202881752,220,557,4.95,https://api.elektro3.com/images/products/90288.jpg
Cultivador-3-puas,Cultivador 3 puas,"Cultivador 3 puas. cabeza de acero galvanizado. asa de madera solida. 28,5x10cm 150g",PRO GARDEN,Jardín,8719202881660,160,67,3.85,https://api.elektro3.com/images/products/90307.jpg
Azada-binadora-3-puntas-con-pala-recta,Azada binadora 3 puntas con pala recta,"Azada binadora 3 puntas con pala recta. asa de madera solida, cabeza de acero galvanizado. 18x27cm 170g",PRO GARDEN,Jardín,8719202881721,156,234,4.5,https://api.elektro3.com/images/products/90308.jpg
Pala-verde,Pala verde,Pala verde 30x10x6cm 80gr,PRO GARDEN,Jardín,8718158185457,90,171,2.35,https://api.elektro3.com/images/products/90324.jpg
Set-para-plantar-plantas-de-jardin-47pcs,Set para plantar plantas de jardin 47pcs,Set para plantar plantas de jardin 47pcs,PRO GARDEN,Jardín,5709386717483,292,126,9.99,https://api.elektro3.com/images/products/75331.jpg
*ult.-unidades*-indicador-plantas-mini-pizarra-11cm,*ult. unidades* indicador plantas mini pizarra 11cm,Indicador plantas mini pizarra 11cm 3 modelos surtidos 60x15x115mm,PRO GARDEN,Jardín,8718158514196,8,182,0.49,https://api.elektro3.com/images/products/90304.jpg
*ult.-unidades*-indicador-plantas-mini-pizarra-7x7cm,*ult. unidades* indicador plantas mini pizarra 7x7cm,Indicador plantas mini pizarra 7x7cm 2 modelos surtidos,PRO GARDEN,Jardín,8711295497438,12,1000,0.79,https://api.elektro3.com/images/products/90305.jpg
*ult.-unidades*-semillero-en-bandeja-para-12-macetas,*ult. unidades* semillero en bandeja para 12 macetas,"Semillero en bandeja para 12 macetas 21x17xh4,5cm",PRO GARDEN,Jardín,8711295973840,84,0,2.25,https://api.elektro3.com/images/products/90326.jpg
Semillero-en-bandeja-para-12-macetas-set-de-3-piezas-18.5x14xh5.5cm,Semillero en bandeja para 12 macetas set de 3 piezas 18.5x14xh5.5cm,Semillero en bandeja para 12 macetas set de 3 piezas 18.5x14xh5.5cm,PRO GARDEN,Jardín,8711295973376,46,0,1.9,https://api.elektro3.com/images/products/90333.jpg
Antorcha-de-bamboo-color-negro-150cm,Antorcha de bamboo color negro 150cm,Antorcha de bamboo color negro 150cm,PRO GARDEN,Jardín,8719202537833,336,334,7.65,https://api.elektro3.com/images/products/81211.jpg
Guantes-infantiles-para-jardineria-modelos-varios,Guantes infantiles para jardineria modelos varios,Guantes infantiles para jardineria modelos varios. talla unica 18cm,PRO GARDEN,Jardín,8719987295577,36,0,3.85,https://api.elektro3.com/images/products/74116.jpg
*ult.unidades*-malla-anti-malas-hierbas-150x500cm,*ult.unidades* malla anti malas hierbas 150x500cm,Malla anti malas hierbas 150x500cm,PRO GARDEN,Jardín,8719202889284,126,0,3.85,https://api.elektro3.com/images/products/74118.jpg
Tijeras-de-poda-cuchilla-185mm,Tijeras de poda cuchilla 185mm,Tijeras de poda cuchilla 185mm,PRO GARDEN,Jardín,8719202963328,110,336,4.5,https://api.elektro3.com/images/products/74119.jpg
Saco-de-jardin-con-muelle-87-litros,Saco de jardin con muelle 87 litros,Saco de  jardin con muelle 87 litros,PRO GARDEN,Jardín,8719987026119,336,47,11.9,https://api.elektro3.com/images/products/74120.jpg
Maceta-inyeccion-verde-ø-28cm-para-balcon,Maceta inyeccion verde ø 28cm para balcon,Maceta inyeccion verde ø 28cm para balcon,PRO GARDEN,Jardín,8719987498350,374,59,6.95,https://api.elektro3.com/images/products/74824.jpg
Maceta-inyeccion-antracita-ø-25cm,Maceta inyeccion antracita ø 25cm,Maceta inyeccion antracita superior: ø 25cm inferior ø22.5cm altura 25cm,PRO GARDEN,Jardín,8711295353864,216,101,4.85,https://api.elektro3.com/images/products/74825.jpg
Maceta-inyeccion-antracita-ø-20cm,Maceta inyeccion antracita ø 20cm,Maceta inyeccion antracita ø 20cm inferior ø18cm altura 20cm,PRO GARDEN,Jardín,8719202841756,138,68,3.6,https://api.elektro3.com/images/products/74826.jpg
Maceta-inyeccion-verde-ø-25cm,Maceta inyeccion verde ø 25cm,Maceta inyeccion verde ø 25cm inferior ø22cm altura 25cm,PRO GARDEN,Jardín,8719987498374,222,119,4.85,https://api.elektro3.com/images/products/74828.jpg
Maceta-inyeccion-verde-ø-30cm,Maceta inyeccion verde ø 30cm,Maceta inyeccion verde ø 30cm,PRO GARDEN,Jardín,8719987498381,330,57,7.4,https://api.elektro3.com/images/products/74829.jpg
Maceta-inyeccion-verde-ø-35cm,Maceta inyeccion verde ø 35cm,Maceta inyeccion verde ø 35cm,PRO GARDEN,Jardín,8719987498398,482,37,11.25,https://api.elektro3.com/images/products/74832.jpg
Maceta-inyeccion-gris-ø-20cm,Maceta inyeccion gris ø 20cm,Maceta inyeccion gris ø 20cm,PRO GARDEN,Jardín,8719987487910,138,110,3.6,https://api.elektro3.com/images/products/74833.jpg
Maceta-inyeccion-gris-ø-25cm,Maceta inyeccion gris ø 25cm,Maceta inyeccion gris ø 25cm,PRO GARDEN,Jardín,8719987487927,218,70,4.85,https://api.elektro3.com/images/products/74835.jpg
Maceta-inyeccion-gris-ø-30cm,Maceta inyeccion gris ø 30cm,Maceta inyeccion gris ø 30cm,PRO GARDEN,Jardín,8719987487934,336,0,7.4,https://api.elektro3.com/images/products/74836.jpg
Maceta-inyeccion-gris-ø-35cm,Maceta inyeccion gris ø 35cm,Maceta inyeccion gris ø 35cm,PRO GARDEN,Jardín,8719987487941,484,22,11.25,https://api.elektro3.com/images/products/74837.jpg
Maceta-inyeccion-gris-ø-28cm-para-balcones,Maceta inyeccion gris ø 28cm para balcones,Maceta inyeccion gris ø 28cm para balcones,PRO GARDEN,Jardín,8719987488290,372,87,8.3,https://api.elektro3.com/images/products/74838.jpg
Maceta-inyeccion-antracita-ø-28cm-para-balcones,Maceta inyeccion antracita ø 28cm para balcones,Maceta inyeccion antracita ø 28cm para balcones,PRO GARDEN,Jardín,8718158552372,373,111,6.95,https://api.elektro3.com/images/products/74839.jpg
Antorcha-acero-inox-115cm,Antorcha acero inox 115cm,Antorcha acero inox 115cm. incluye tapa de seguridad. diametro de cilindro 5x20cm. incluye mecha.ocupa poco espacio para el guardado gracias a que es desmontable.,PRO GARDEN,Jardín,8719202515992,276,24,17.35,https://api.elektro3.com/images/products/81209.jpg
Caja-de-compostaje-450l-negra,Caja de compostaje 450l negra,Caja de compostaje 450l negra. medidas: 80x12x80cm,PRO GARDEN,Jardín,8711295622533,6500,30,79.95,https://api.elektro3.com/images/products/90418.jpg
Maceta-inyeccion-verde-ø-20cm,Maceta inyeccion verde ø 20cm,Maceta inyeccion verde ø 20cm inferior ø18cm altura 20cm,PRO GARDEN,Jardín,8719987498367,138,60,3.6,https://api.elektro3.com/images/products/74827.jpg
Plato-inyeccion-maceta--ø14cm-color-crudo,Plato inyeccion maceta  ø14cm color crudo,Plato inyeccion  maceta  ø14cm color crudo para macetas de 18cm,PRO GARDEN,Jardín,8412524442259,56,42,0.6,https://api.elektro3.com/images/products/74910.jpg
Plato-inyeccion-maceta--ø17cm-color-crudo,Plato inyeccion maceta  ø17cm color crudo,Plato inyeccion maceta  ø17cm color crudo para macetas de 22cm,PRO GARDEN,Jardín,8412524442297,36,66,0.85,https://api.elektro3.com/images/products/74911.jpg
Plato-inyeccion-maceta-ø20cm-color-crudo,Plato inyeccion maceta ø20cm color crudo,Plato inyeccion maceta ø20cm color crudo para macetas de 26cm,PRO GARDEN,Jardín,8412524442334,56,0,1.25,https://api.elektro3.com/images/products/74912.jpg
Plato-inyeccion-maceta-ø24cm-color-crudo,Plato inyeccion maceta ø24cm color crudo,Plato inyeccion maceta ø24cm color crudo para macetas de 32cm,PRO GARDEN,Jardín,8412524442372,102,10,1.7,https://api.elektro3.com/images/products/74913.jpg
Plato-inyeccion-maceta--ø14cm-color-taupe,Plato inyeccion maceta  ø14cm color taupe,Plato inyeccion maceta  ø14cm color taupe para macetas de 18cm,PRO GARDEN,Jardín,8412524442266,24,57,0.6,https://api.elektro3.com/images/products/74915.jpg
Plato-inyeccion-maceta--ø17cm-color-taupe,Plato inyeccion maceta  ø17cm color taupe,Plato inyeccion maceta  ø17cm color taupe para macetas de 22cm,PRO GARDEN,Jardín,8412524442303,42,12,0.85,https://api.elektro3.com/images/products/74916.jpg
Plato-inyeccion-maceta-ø20cm-color-taupe,Plato inyeccion maceta ø20cm color taupe,Plato inyeccion maceta ø20cm color taupe para macetas de 26cm,PRO GARDEN,Jardín,8412524442341,60,44,1.25,https://api.elektro3.com/images/products/74917.jpg
Plato-inyeccion-maceta-ø24cm-color-taupe,Plato inyeccion maceta ø24cm color taupe,Plato inyeccion maceta ø24cm color taupe para macetas de 32cm,PRO GARDEN,Jardín,8412524442389,110,53,1.7,https://api.elektro3.com/images/products/74918.jpg
Plato-inyeccion-maceta--ø14cm-color-bronce,Plato inyeccion maceta  ø14cm color bronce,Plato inyeccion maceta  ø14cm color bronce para macetas de 18cm,PRO GARDEN,Jardín,8412524118178,22,17,0.6,https://api.elektro3.com/images/products/74919.jpg
Plato-inyeccion-maceta--ø17cm-color-bronce,Plato inyeccion maceta  ø17cm color bronce,Plato inyeccion maceta  ø17cm color bronce para macetas de 22cm,PRO GARDEN,Jardín,8412524118185,42,61,0.85,https://api.elektro3.com/images/products/74920.jpg
Plato-inyeccion-maceta-ø20cm-color-bronce,Plato inyeccion maceta ø20cm color bronce,Plato inyeccion maceta ø20cm color bronce para macetas de 26cm,PRO GARDEN,Jardín,8412524118192,60,53,1.25,https://api.elektro3.com/images/products/74921.jpg
Plato-inyeccion-maceta-ø24cm-color-bronce,Plato inyeccion maceta ø24cm color bronce,Plato inyeccion maceta ø24cm color bronce para macetas de 32cm,PRO GARDEN,Jardín,8412524118208,100,0,1.7,https://api.elektro3.com/images/products/74922.jpg
Maceta-inyeccion-cuenco-ø18cm-color-crudo,Maceta inyeccion cuenco ø18cm color crudo,Maceta inyeccion cuenco ø18cm color crudo,PRO GARDEN,Jardín,8412524442495,118,107,1.6,https://api.elektro3.com/images/products/74923.jpg
Maceta-inyeccion-cuenco-ø22cm-color-crudo,Maceta inyeccion cuenco ø22cm color crudo,Maceta inyeccion cuenco ø22cm color crudo,PRO GARDEN,Jardín,8412524442532,206,76,2.45,https://api.elektro3.com/images/products/74924.jpg
Maceta-inyeccion-cuenco-ø26cm-color-crudo,Maceta inyeccion cuenco ø26cm color crudo,Maceta inyeccion cuenco ø26cm color crudo,PRO GARDEN,Jardín,8412524442570,318,159,3.35,https://api.elektro3.com/images/products/74925.jpg
Maceta-inyeccion-cuenco-ø32cm-color-crudo,Maceta inyeccion cuenco ø32cm color crudo,Maceta inyeccion cuenco ø32cm color crudo,PRO GARDEN,Jardín,8412524442617,542,41,6.55,https://api.elektro3.com/images/products/74926.jpg
Maceta-inyeccion-cuenco-ø18cm-color-taupe,Maceta inyeccion cuenco ø18cm color taupe,Maceta inyeccion cuenco ø18cm color taupe,PRO GARDEN,Jardín,8412524442501,130,153,1.6,https://api.elektro3.com/images/products/74927.jpg
Maceta-inyeccion-cuenco-ø22cm-color-taupe,Maceta inyeccion cuenco ø22cm color taupe,Maceta inyeccion cuenco ø22cm color taupe,PRO GARDEN,Jardín,8412524442549,226,0,2.45,https://api.elektro3.com/images/products/74928.jpg
Maceta-inyeccion-cuenco-ø26cm-color-taupe,Maceta inyeccion cuenco ø26cm color taupe,Maceta inyeccion cuenco ø26cm color taupe,PRO GARDEN,Jardín,8412524442587,316,0,3.35,https://api.elektro3.com/images/products/74929.jpg
Maceta-inyeccion-cuenco-ø32cm-color-taupe,Maceta inyeccion cuenco ø32cm color taupe,Maceta inyeccion cuenco ø32cm color taupe,PRO GARDEN,Jardín,8412524442624,580,59,6.55,https://api.elektro3.com/images/products/74930.jpg
Maceta-inyeccion-cuenco-ø18cm-color-bronce,Maceta inyeccion cuenco ø18cm color bronce,Maceta inyeccioncuenco ø18cm color bronce,PRO GARDEN,Jardín,8412524118239,124,31,1.6,https://api.elektro3.com/images/products/74931.jpg
Maceta-inyeccion-cuenco-ø22cm-color-bronce,Maceta inyeccion cuenco ø22cm color bronce,Maceta inyeccion cuenco ø22cm color bronce,PRO GARDEN,Jardín,8412524118246,220,5,2.45,https://api.elektro3.com/images/products/74932.jpg
Maceta-inyeccion-cuenco-ø32cm-color-bronce,Maceta inyeccion cuenco ø32cm color bronce,Maceta inyeccion cuenco ø32cm color bronce,PRO GARDEN,Jardín,8412524118260,584,0,6.55,https://api.elektro3.com/images/products/74934.jpg
Cesped-artificial-graceful-20mm-1x5mts-edm,Cesped artificial graceful 20mm 1x5mts edm,"Cesped artificial graceful 20mm 1x5mts edm. 25200 puntadas/m2. hilo pe+pp, rebestimiento latex, parte trasera pp.",PRO GARDEN,Jardín,8425998758269,7000,64,79.1,https://api.elektro3.com/images/products/75826.jpg
Cesped-artificial-graceful-20mm-2x5mts-edm,Cesped artificial graceful 20mm 2x5mts edm,"Cesped artificial graceful 20mm 2x5mts edm. 25200 puntadas/m2. hilo pe+pp, rebestimiento latex, parte trasera pp.",PRO GARDEN,Jardín,8425998758276,14000,49,146.9,https://api.elektro3.com/images/products/75827.jpg
Cesped-artificial-graceful-30mm-1x5mts-edm,Cesped artificial graceful 30mm 1x5mts edm,"Cesped artificial graceful 30mm 1x5mts edm. 25200 puntadas/m2. hilo pe+pp, rebestimiento latex, parte trasera pp.",PRO GARDEN,Jardín,8425998758283,10000,21,92.85,https://api.elektro3.com/images/products/75828.jpg
Cesped-artificial-graceful-30mm-2x5mts-edm,Cesped artificial graceful 30mm 2x5mts edm,"Cesped artificial graceful 30mm 2x5mts edm. 25200 puntadas/m2. hilo pe+pp, rebestimiento latex, parte trasera pp.",PRO GARDEN,Jardín,8425998758290,18000,50,172.4,https://api.elektro3.com/images/products/75829.jpg
Cesped-artificial-graceful-40mm-1x5mts-edm,Cesped artificial graceful 40mm 1x5mts edm,"Cesped artificial graceful 40mm 1x5mts edm. 25200 puntadas/m2. hilo pe+pp, rebestimiento latex, parte trasera pp.",PRO GARDEN,Jardín,8425998758344,11000,21,99.95,https://api.elektro3.com/images/products/75834.jpg
Cesped-artificial-graceful-40mm-2x5mts-edm,Cesped artificial graceful 40mm 2x5mts edm,"Cesped artificial graceful 40mm 2x5mts edm. 25200 puntadas/m2. hilo pe+pp, rebestimiento latex, parte trasera pp.",PRO GARDEN,Jardín,8425998758351,21000,69,185.6,https://api.elektro3.com/images/products/75835.jpg
Seto-artificial-1x3mts,Seto artificial 1x3mts,"Seto artificial 1x3mts seto artificial mixto con laminas de pvc entretegido con alambre plastificado verde. maxima seguridad: los extremos de las varillas estan dobladas para evitad daños, sin necesidad de manteinimiento. material 100% pvc  85% ocultacion, con tratamiento anti-uv. auto-extinguible, nº de varillas por metro lineal: 36. grosor de alambre 0,7mm, dimension de las hojas 72x2mm",PRO GARDEN,Jardín,,2344,205,26.7,https://api.elektro3.com/images/products/75822.jpg
Pegamento-para-cesped-nort-glue-600gr,Pegamento para cesped nort glue 600gr,"Pegamento para cesped nort glue 600gr. adhesivo de poliuretano d4 resisitente al agua, de secado rapido, maxima fuerza adhesiva y con capacidad de relleno. pegado de madera, laminados, dm, aglomerados, entre si y sobre la mayoria de materiales porosos y no porosos utilizados en la construccions. tiempo de prensado: de 8 a 12 horas",PRO GARDEN,Jardín,,636,80,18.95,https://api.elektro3.com/images/products/75979.jpg
Big-bag-90x90x100cm-escombros,Big bag 90x90x100cm escombros,Big bag 90x90x100cm escombros,PRO GARDEN,Jardín,8435584416343,936,16,7.65,https://api.elektro3.com/images/products/47205.jpg
Big-bag-90x90x90cm-c/valvula-,Big bag 90x90x90cm c/valvula ,Big bag 90x90x90cm c/valvula,PRO GARDEN,Jardín,8435584416350,852,0,8.55,https://api.elektro3.com/images/products/47206.jpg
Saco-de-rafia-50x80cm,Saco de rafia 50x80cm,Saco de rafia 50x80cm,PRO GARDEN,Jardín,8435584415971,48,0,0.5,https://api.elektro3.com/images/products/47208.jpg
Maceta-plastico-con-terminacion-zinc-27x31cm,Maceta plastico con terminacion zinc 27x31cm,Maceta plastico con terminacion zinc 27x31cm,PRO GARDEN,Jardín,8718861700497,744,13,23.7,https://api.elektro3.com/images/products/83485.jpg
Maceta-plastico-con-terminacion-zinc-32x37cm,Maceta plastico con terminacion zinc 32x37cm,Maceta plastico con terminacion zinc 32x37cm,PRO GARDEN,Jardín,8718861700503,1028,8,32.6,https://api.elektro3.com/images/products/83486.jpg
Maceta-plastico-con-terminacion-zinc-39x45cm,Maceta plastico con terminacion zinc 39x45cm,Maceta plastico con terminacion zinc 39x45cm,PRO GARDEN,Jardín,8718861700510,1538,6,49.8,https://api.elektro3.com/images/products/83487.jpg
Seto-artificial-1'5x3mts,Seto artificial 1'5x3mts,"Seto artificial 1'5x3mts seto artificial mixto con laminas de pvc entretegido con alambre plastificado verde. maxima seguridad: los extremos de las varillas estan dobladas para evitad daños, sin necesidad de manteinimiento. material 100% pvc  85% ocultacion, con tratamiento anti-uv. auto-extinguible, nº de varillas por metro lineal: 36. grosor de alambre 0,7mm, dimension de las hojas 72x2mm",PRO GARDEN,Jardín,8413246203432,3556,170,45.1,https://api.elektro3.com/images/products/75823.jpg
Maceta-inyeccion-cuenco-ø26cm-color-bronce,Maceta inyeccion cuenco ø26cm color bronce,Maceta inyeccion cuenco ø26cm color bronce,PRO GARDEN,Jardín,8412524118253,338,0,3.35,https://api.elektro3.com/images/products/74933.jpg
Ducha-de-jardin-con-tripode-blue-bird,Ducha de jardin con tripode blue bird,Ducha de jardin con tripode blue bird,PRO GARDEN,Jardín,8426375520943,860,147,27.95,https://api.elektro3.com/images/products/74555.jpg
Rastrillo-grande-jardin-edm,Rastrillo grande jardin edm,Rastrillo grande jardin 116cm longitud tamaño rastrillo 55x31cm edm,PRO GARDEN,Jardín,8425998746952,442,325,13.3,https://api.elektro3.com/images/products/74695.jpg
Rastrillo-pequeño--jardin-edm,Rastrillo pequeño  jardin edm,Rastrillo pequeño jardin 116cm longitud tamaño rastrillo 44x23cm edm,PRO GARDEN,Jardín,8425998746969,432,557,12.6,https://api.elektro3.com/images/products/74696.jpg
Sustrato-universal-10l-bures,Sustrato universal 10l bures,"Sustrato universal 10l bures aplicacion universal para todo tipo de plantas, preparado a base de mantillo y turba rubia de sphagnum",PRO GARDEN,Jardín,8421557310220,5120,628,3.95,https://api.elektro3.com/images/products/74040.jpg
Sustrato-terratest-5l-bures,Sustrato terratest 5l bures,"Sustrato terratest 5l bures sustrato economico para plantas preparado a base de mantillo, ideal para el transplante de arbustos y planta mediterranea, parterres de flor y plantas de huerta",PRO GARDEN,Jardín,8421557318219,2560,519,2.2,https://api.elektro3.com/images/products/74041.jpg
Sustrato-terratest-10l-bures,Sustrato terratest 10l bures,"Sustrato terratest 10l bures sustrato economico para plantas preparado a base de mantillo, ideal para el transplante de arbustos y planta mediterranea, parterres de flor y plantas de huerta",PRO GARDEN,Jardín,8421557318226,4730,261,3.4,https://api.elektro3.com/images/products/74042.jpg
Taladro-percutor----500w---edm,Taladro percutor  - 500w - edm,Taladro percutor electrico de potencia 500w - velocidad variable de 0 a 2600 rpm con control de potencia - portabrocas automatico de ø 13mm - mango ergonomico de tacto suave - mango adicional con varilla de profundidad - 2m de cable  - dimensiones: 20x27cm - voltaje: 220/240v - 50hz - edm,KOMA TOOLS,Herramientas eléctricas,8425998087000,1746,250,24.95,https://api.elektro3.com/images/products/08700.jpg
Taladro-percutor----710w---edm,Taladro percutor  - 710w - edm,Taladro percutor electrico de potencia 710w - velocidad variable de 0 a 2600 rpm con control de potencia - portabrocas automatico de ø 13 mm - mango ergonomico de tacto suave - mango adicional con varilla de profundidad - 2 m de cable - dimensiones: 21x30 cm - voltaje: 220/240v - 50hz - edm,KOMA TOOLS,Herramientas eléctricas,8425998087017,2122,1000,34.95,https://api.elektro3.com/images/products/08701.jpg
Amoladora---900w---edm,Amoladora - 900w - edm,Amoladora electrica de potencia 900w para disco ø115mm - velocidad de 0 a 11000 rpm con interruptor de seguridad - mango ergonomico de tacto suave - mango adicional - 2m de cable - maletín de transporte (no incluye disco) -  dimensiones: 40x22cm - voltaje: 230/240v - 50hz - edm,KOMA TOOLS,Herramientas eléctricas,8425998087024,3364,1000,39.95,https://api.elektro3.com/images/products/08702.jpg
"Taladro-/-atornillador---a-bateria---lithium-ion---14,4v---edm","Taladro / atornillador - a bateria - lithium-ion - 14,4v - edm","Taladro atornillador de bateria lithium-ion de 14,4v y 1500 mah velocidad variable de 0 a 700 rpm 18nm - tiempo de carga 1 hora - potencia regulable - portabrocas automatico de ø10mm - rotación izquierda/derecha - mango ergonomico de tacto suave - luz led para iluminar el punto de trabajo - accesorios: maletin de transporte - 1 punta de destornillador reversible (philips-plana) - 2 baterias lithium-ion 14,4v y 1500 mah - cargador - soporte para colgar en el cinturon - dimensiones: 20x24cm - edm",KOMA TOOLS,Herramientas eléctricas,8425998087031,2210,1000,69.95,https://api.elektro3.com/images/products/08703.jpg
Caladora---580w---edm,Caladora - 580w - edm,Caladora electrica de potencia 580w - velocidad en vacio de 0 a 3000 rpm con control de potencia - mango ergonomico de tacto suave - 2 m de cable- toma de aspiracion - accesorios: boquilla de conexión de aspirador + 1 sierra de madera + 1 varilla de profundidad + 1  llave exagonal - voltaje:  230/240v - 50hz - dimensiones: 25x26 cm edm,KOMA TOOLS,Herramientas eléctricas,8425998087055,2058,0,39.95,https://api.elektro3.com/images/products/08705.jpg
Lijadora-orbital---150w---edm,Lijadora orbital - 150w - edm,"Lijadora orbital electrica de potencia 150w - velocidad en vacio de 0 a 11000 rpm - mango ergonomico de tacto suave - 2 m de cable- toma de aspiracion - accesorios: 1  lija 9-120 + boquilla de conexión de aspirador - dimensiones: 9x18,7cm - voltaje: 230/240v - 50hz - edm",KOMA TOOLS,Herramientas eléctricas,8425998087062,1476,1000,24.95,https://api.elektro3.com/images/products/08706.jpg
"Bateria-recambio---lithium-ion---14,4v-para-taladro/atornillador-ref:-08703","Bateria recambio - lithium-ion - 14,4v para taladro/atornillador ref: 08703","Bateria recambio - lithium-ion - 14,4v para taladro/atornillador ref: 08703",KOMA TOOLS,Herramientas eléctricas,8425998087307,262,126,14.95,https://api.elektro3.com/images/products/08730.jpg
Cargador-recambio---para-taladro/atornillador-ref:-08703,Cargador recambio - para taladro/atornillador ref: 08703,Cargador recambio para taladro/atornillador 08703,KOMA TOOLS,Herramientas eléctricas,8425998087314,78,230,4.95,https://api.elektro3.com/images/products/08731.jpg
